歌曲名,表演者,榜单名
宝贝,任贤齐,百度音乐:歌曲TOP500
宝贝,莫文蔚,百度音乐:歌曲TOP500
客梦,"周华健,张大春",百度音乐:歌曲TOP500
害怕,林俊杰,百度音乐:歌曲TOP500
害怕,蔡依林,百度音乐:歌曲TOP500
家乡,张琼,百度音乐:歌曲TOP500
宽容,张信哲,百度音乐:歌曲TOP500
宽恕,,百度音乐:歌曲TOP500
寂寞,谢容儿,百度音乐:歌曲TOP500
密友,周笔畅,百度音乐:歌曲TOP500
对味,安又琪,百度音乐:歌曲TOP500
小三,冷漠,百度音乐:歌曲TOP500
小丑,潘玮柏,百度音乐:歌曲TOP500
小小,容祖儿,百度音乐:歌曲TOP500
小小,戴佩妮,百度音乐:歌曲TOP500
小芳,李春波,百度音乐:歌曲TOP500
小芳,胡彦斌,百度音乐:歌曲TOP500
小草,殷秀梅,百度音乐:歌曲TOP500
小草,小蓓蕾组合,百度音乐:歌曲TOP500
小草,北京天使合唱团,百度音乐:歌曲TOP500
小薇,黄品源,百度音乐:歌曲TOP500
尘缘,罗文,百度音乐:歌曲TOP500
屋顶,,百度音乐:歌曲TOP500
屋顶,周杰伦,百度音乐:歌曲TOP500
屋顶,周杰伦+温岚,百度音乐:歌曲TOP500
屋顶,"周杰伦,温岚",百度音乐:歌曲TOP500
屋顶,周杰伦/温岚,百度音乐:歌曲TOP500
屋顶,"陶喆,关诗敏",百度音乐:歌曲TOP500
屋顶,"范玮琪,李建辉",百度音乐:歌曲TOP500
属于,梁静茹,百度音乐:歌曲TOP500
属于,范晓萱,百度音乐:歌曲TOP500
山丘,李宗盛,百度音乐:歌曲TOP500
崇拜,梁静茹,百度音乐:歌曲TOP500
崩溃,麦田守望者,百度音乐:歌曲TOP500
左边,,百度音乐:歌曲TOP500
左边,杨丞琳,百度音乐:歌曲TOP500
巷雨,回音哥,百度音乐:歌曲TOP500
希望,AONE,百度音乐:歌曲TOP500
希望,陈慧琳,百度音乐:歌曲TOP500
年轮,黄雅莉,百度音乐:歌曲TOP500
幸福,许巍,百度音乐:歌曲TOP500
幸福,阿正,百度音乐:歌曲TOP500
幸福,陈明,百度音乐:歌曲TOP500
幸福,毛阿敏,百度音乐:歌曲TOP500
幻听,许嵩,百度音乐:歌曲TOP500
幽州,央吉玛,百度音乐:歌曲TOP500
序幕,李宇春,百度音乐:歌曲TOP500
当你,王心凌,百度音乐:歌曲TOP500
彩虹,羽泉,百度音乐:歌曲TOP500
彩虹,周杰伦,百度音乐:歌曲TOP500
彩虹,张惠妹,百度音乐:歌曲TOP500
征服,那英,百度音乐:歌曲TOP500
征服,杨宗纬,百度音乐:歌曲TOP500
征服,萧敬腾,百度音乐:歌曲TOP500
征服,"那英,梁博,张玮,多亮,张赫宣",百度音乐:歌曲TOP500
很忙,容祖儿,百度音乐:歌曲TOP500
徒手,张杰,百度音乐:歌曲TOP500
徘徊,樊凡,百度音乐:歌曲TOP500
微光,陈慧琳,百度音乐:歌曲TOP500
微光,黄义达,百度音乐:歌曲TOP500
微笑,桑兰,百度音乐:歌曲TOP500
微笑,刘德华,百度音乐:歌曲TOP500
心动,庾澄庆,百度音乐:歌曲TOP500
心动,曾一鸣,百度音乐:歌曲TOP500
心墙,郭静,百度音乐:歌曲TOP500
心墙,李翊君,百度音乐:歌曲TOP500
心情,"陈晓,赵丽颖",百度音乐:歌曲TOP500
心愿,四个女生,百度音乐:歌曲TOP500
心术,张宇,百度音乐:歌曲TOP500
心火,姚贝娜,百度音乐:歌曲TOP500
心经,王菲,百度音乐:歌曲TOP500
心结,李炆,百度音乐:歌曲TOP500
心跳,杨谨,百度音乐:歌曲TOP500
心跳,王力宏,百度音乐:歌曲TOP500
心酸,林宥嘉,百度音乐:歌曲TOP500
心醉,希亚,百度音乐:歌曲TOP500
心雨,周杰伦,百度音乐:歌曲TOP500
心雨,杨钰莹,百度音乐:歌曲TOP500
心雨,高胜美,百度音乐:歌曲TOP500
心雨,杨钰莹+毛宁,百度音乐:歌曲TOP500
心雨,"杨钰莹,毛宁",百度音乐:歌曲TOP500
心雨,杨钰莹/毛宁,百度音乐:歌曲TOP500
心雨,"杨钰莹					  /    毛宁",百度音乐:歌曲TOP500
忐忑,辛晓琪,百度音乐:歌曲TOP500
忐忑,龚琳娜,百度音乐:歌曲TOP500
忘了,杨丞琳,百度音乐:歌曲TOP500
忘记,周传雄,百度音乐:歌曲TOP500
忘记,林俊杰,百度音乐:歌曲TOP500
快活,曲婉婷,百度音乐:歌曲TOP500
念你,刘子千,百度音乐:歌曲TOP500
怀念,蔡依林,百度音乐:歌曲TOP500
怎样,戴佩妮,百度音乐:歌曲TOP500
怎样,毅光年,百度音乐:歌曲TOP500
怎样,綦光高毅,百度音乐:歌曲TOP500
怕黑,言承旭,百度音乐:歌曲TOP500
思念,韩磊,百度音乐:歌曲TOP500
思念,叶倩文,百度音乐:歌曲TOP500
思念,毛阿敏,百度音乐:歌曲TOP500
思念,蔡健雅,百度音乐:歌曲TOP500
恒星,汪峰,百度音乐:歌曲TOP500
恒星,张恒远,百度音乐:歌曲TOP500
恒星,飞轮海,百度音乐:歌曲TOP500
悬崖,侯磊,百度音乐:歌曲TOP500
悬崖,齐秦,百度音乐:歌曲TOP500
悬崖,"萱萱,崔兰花",百度音乐:歌曲TOP500
情书,张学友,百度音乐:歌曲TOP500
情人,Beyond,百度音乐:歌曲TOP500
情人,刀郎,百度音乐:歌曲TOP500
情人,杜德伟,百度音乐:歌曲TOP500
情人,谢安琪,百度音乐:歌曲TOP500
情人,谭咏麟,百度音乐:歌曲TOP500
情人,G.E.M.邓紫棋,百度音乐:歌曲TOP500
情奴,零峰,百度音乐:歌曲TOP500
情妇,朱贝贝,百度音乐:歌曲TOP500
情歌,侧田,百度音乐:歌曲TOP500
情歌,梁静茹,百度音乐:歌曲TOP500
情歌,陈珊妮,百度音乐:歌曲TOP500
情歌,这位太太,百度音乐:歌曲TOP500
情殇,信乐团,百度音乐:歌曲TOP500
情话,徐良,百度音乐:歌曲TOP500
想你,范文芳,百度音乐:歌曲TOP500
想哭,李宇春,百度音乐:歌曲TOP500
想哭,陈楚生,百度音乐:歌曲TOP500
想家,西单女孩,百度音乐:歌曲TOP500
想念,乔任梁,百度音乐:歌曲TOP500
想念,刘嘉亮,百度音乐:歌曲TOP500
想念,袁惟仁,百度音乐:歌曲TOP500
想念,陈楚生,百度音乐:歌曲TOP500
想起,江美琪,百度音乐:歌曲TOP500
想逃,罗志祥,百度音乐:歌曲TOP500
感动,韩红,百度音乐:歌曲TOP500
感谢,张靓颖,百度音乐:歌曲TOP500
愿望,胡彦斌,百度音乐:歌曲TOP500
慢慢,张学友,百度音乐:歌曲TOP500
慢慢,王乃恩,百度音乐:歌曲TOP500
懂你,满文军,百度音乐:歌曲TOP500
成全,刘若英,百度音乐:歌曲TOP500
我们,羽泉,百度音乐:歌曲TOP500
我们,张心杰,百度音乐:歌曲TOP500
我们,南拳妈妈,百度音乐:歌曲TOP500
我们,黑豹乐队,百度音乐:歌曲TOP500
我爱,王子鸣,百度音乐:歌曲TOP500
战放,本兮,百度音乐:歌曲TOP500
战豆,琳琳,百度音乐:歌曲TOP500
房间,刘瑞琦,百度音乐:歌曲TOP500
打呼,"潘玮柏,杨丞琳",百度音乐:歌曲TOP500
执着,田震,百度音乐:歌曲TOP500
执着,许巍,百度音乐:歌曲TOP500
执着,辛晓琪,百度音乐:歌曲TOP500
承认,曲婉婷,百度音乐:歌曲TOP500
承认,辛晓琪,百度音乐:歌曲TOP500
承诺,群星,百度音乐:歌曲TOP500
承诺,陈翔,百度音乐:歌曲TOP500
承诺,刘德华,百度音乐:歌曲TOP500
承诺,辛晓琪,百度音乐:歌曲TOP500
抽离,"徐良,刘丹萌",百度音乐:歌曲TOP500
拥抱,俞灏明,百度音乐:歌曲TOP500
拥抱,苏永康,百度音乐:歌曲TOP500
拯救,孙楠,百度音乐:歌曲TOP500
指望,郁可唯,百度音乐:歌曲TOP500
指纹,胡歌,百度音乐:歌曲TOP500
挚爱,林志颖,百度音乐:歌曲TOP500
掉了,张惠妹,百度音乐:歌曲TOP500
掌心,无印良品,百度音乐:歌曲TOP500
掌纹,倪鹏,百度音乐:歌曲TOP500
搁浅,周杰伦,百度音乐:歌曲TOP500
搞笑,罗志祥,百度音乐:歌曲TOP500
撑腰,罗志祥,百度音乐:歌曲TOP500
收藏,萧敬腾,百度音乐:歌曲TOP500
改变,胡夏,百度音乐:歌曲TOP500
改变,张靓颖,百度音乐:歌曲TOP500
放下,胡夏,百度音乐:歌曲TOP500
放开,爱乐团,百度音乐:歌曲TOP500
放开,萧敬腾,百度音乐:歌曲TOP500
放弃,星弟,百度音乐:歌曲TOP500
放手,吴建豪,百度音乐:歌曲TOP500
放手,蔡卓妍,百度音乐:歌曲TOP500
放手,金志文,百度音乐:歌曲TOP500
放生,范逸臣,百度音乐:歌曲TOP500
放肆,五月天,百度音乐:歌曲TOP500
故乡,毕夏,百度音乐:歌曲TOP500
故乡,许巍,百度音乐:歌曲TOP500
故乡,塔斯肯,百度音乐:歌曲TOP500
故乡,腾格尔,百度音乐:歌曲TOP500
故乡,帕尔哈提;王卓,百度音乐:歌曲TOP500
故事,许巍,百度音乐:歌曲TOP500
故事,苏打绿,百度音乐:歌曲TOP500
断点,张敬轩,百度音乐:歌曲TOP500
新窝,s.h.e/飞轮海,百度音乐:歌曲TOP500
旅行,许巍,百度音乐:歌曲TOP500
旅行,唐荭菲,百度音乐:歌曲TOP500
旅途,平安,百度音乐:歌曲TOP500
旋木,王菲,百度音乐:歌曲TOP500
无双,周杰伦,百度音乐:歌曲TOP500
无情,胡夏,百度音乐:歌曲TOP500
无泪,"袁姗姗,韩栋",百度音乐:歌曲TOP500
无眠,苏打绿,百度音乐:歌曲TOP500
无言,李翊君,百度音乐:歌曲TOP500
无言,"张赫宣,卓义峰",百度音乐:歌曲TOP500
无言,张赫宣/卓义峰,百度音乐:歌曲TOP500
无言,"张赫宣					  /    卓义峰",百度音乐:歌曲TOP500
日光,苏打绿,百度音乐:歌曲TOP500
时光,许巍,百度音乐:歌曲TOP500
时间,沙宝亮,百度音乐:歌曲TOP500
时髦,回声乐团,百度音乐:歌曲TOP500
明天,萧亚轩,百度音乐:歌曲TOP500
星光,S.H.E,百度音乐:歌曲TOP500
星座,王力宏,百度音乐:歌曲TOP500
星星,倪睿思,百度音乐:歌曲TOP500
星星,林育群,百度音乐:歌曲TOP500
星晴,周杰伦,百度音乐:歌曲TOP500
星空,许巍,百度音乐:歌曲TOP500
星空,詹采妮,百度音乐:歌曲TOP500
春泥,庾澄庆,百度音乐:歌曲TOP500
春泥,张芸京,百度音乐:歌曲TOP500
是否,邓紫棋,百度音乐:歌曲TOP500
晚安,林宥嘉,百度音乐:歌曲TOP500
晚秋,毛宁,百度音乐:歌曲TOP500
晚秋,汤唯,百度音乐:歌曲TOP500
晚秋,黄凯芹,百度音乐:歌曲TOP500
晚风,好妹妹乐队,百度音乐:歌曲TOP500
晴天,,百度音乐:歌曲TOP500
晴天,周杰伦,百度音乐:歌曲TOP500
暖心,郁可唯,百度音乐:歌曲TOP500
暖暖,梁静茹,百度音乐:歌曲TOP500
暗号,周杰伦,百度音乐:歌曲TOP500
暗恋,陶喆,百度音乐:歌曲TOP500
暗恋,黄晓明,百度音乐:歌曲TOP500
暗香,林海,百度音乐:歌曲TOP500
暗香,沙宝亮,百度音乐:歌曲TOP500
暗香,刘振宇/刘悦,百度音乐:歌曲TOP500
暧昧,王菲,百度音乐:歌曲TOP500
暧昧,杨丞琳,百度音乐:歌曲TOP500
暮光,范玮琪,百度音乐:歌曲TOP500
暮趴,黄晓明,百度音乐:歌曲TOP500
曙光,游鸿明,百度音乐:歌曲TOP500
更好,斯琴高丽,百度音乐:歌曲TOP500
曹操,林俊杰,百度音乐:歌曲TOP500
曾经,张信哲,百度音乐:歌曲TOP500
曾经,张柏芝,百度音乐:歌曲TOP500
最爱,杨宗纬,百度音乐:歌曲TOP500
最美,羽泉,百度音乐:歌曲TOP500
月光,羽泉,百度音乐:歌曲TOP500
月光,魏晨,百度音乐:歌曲TOP500
月光,Bandari,百度音乐:歌曲TOP500
月光,王心凌,百度音乐:歌曲TOP500
月光,胡彦斌,百度音乐:歌曲TOP500
月出,朱哲琴,百度音乐:歌曲TOP500
朋友,周华健,百度音乐:歌曲TOP500
朋友,臧天朔,百度音乐:歌曲TOP500
望月,龚玥,百度音乐:歌曲TOP500
望月,宋祖英,百度音乐:歌曲TOP500
望爱,穆婷婷,百度音乐:歌曲TOP500
期待,张敬轩,百度音乐:歌曲TOP500
杀手,林俊杰,百度音乐:歌曲TOP500
李白,李荣浩,百度音乐:歌曲TOP500
来电,潘玮柏,百度音乐:歌曲TOP500
桐花,钟欣桐,百度音乐:歌曲TOP500
梁祝,古筝,百度音乐:歌曲TOP500
梁祝,吴奇隆,百度音乐:歌曲TOP500
梦田,"齐秦,齐豫",百度音乐:歌曲TOP500
棋子,王菲,百度音乐:歌曲TOP500
楼道,刘美麟,百度音乐:歌曲TOP500
欢沁,林海,百度音乐:歌曲TOP500
欢颜,平安,百度音乐:歌曲TOP500
欢颜,齐豫,百度音乐:歌曲TOP500
欣赏,李欣汝,百度音乐:歌曲TOP500
步步,五月天,百度音乐:歌曲TOP500
武装,江映蓉,百度音乐:歌曲TOP500
残爱,徐佳莹,百度音乐:歌曲TOP500
母亲,汪峰,百度音乐:歌曲TOP500
母亲,阎维文,百度音乐:歌曲TOP500
水仙,王心凌,百度音乐:歌曲TOP500
水手,郑智化,百度音乐:歌曲TOP500
水晶,任贤齐,百度音乐:歌曲TOP500
水晶,任贤齐+徐怀钰,百度音乐:歌曲TOP500
水晶,任贤齐/徐怀钰,百度音乐:歌曲TOP500
永恒,林海,百度音乐:歌曲TOP500
永远,张靓颖,百度音乐:歌曲TOP500
永远,辛晓琪,百度音乐:歌曲TOP500
求佛,誓言,百度音乐:歌曲TOP500
江南,林俊杰,百度音乐:歌曲TOP500
江山,阿木,百度音乐:歌曲TOP500
沙话,阿悄,百度音乐:歌曲TOP500
没收,戚薇,百度音乐:歌曲TOP500
泡沫,G.E.,百度音乐:歌曲TOP500
泡沫,简红,百度音乐:歌曲TOP500
泡沫,邓紫棋,百度音乐:歌曲TOP500
泡沫,G.E.M.邓紫棋,百度音乐:歌曲TOP500
波爷,"周杰伦,曾志伟,麦烝玮,雪糕,袁咏琳",百度音乐:歌曲TOP500
泪桥,伍佰,百度音乐:歌曲TOP500
泪河,希亚zya,百度音乐:歌曲TOP500
泪海,方炯镔,百度音乐:歌曲TOP500
泪海,许茹芸,百度音乐:歌曲TOP500
泼墨,"周华健,张大春",百度音乐:歌曲TOP500
洋葱,平安,百度音乐:歌曲TOP500
洋葱,杨宗纬,百度音乐:歌曲TOP500
活埋,李涛,百度音乐:歌曲TOP500
活着,郝云,百度音乐:歌曲TOP500
活着,谢安琪,百度音乐:歌曲TOP500
活该,李宇春,百度音乐:歌曲TOP500
流年,王菲,百度音乐:歌曲TOP500
流恋,"吴奇隆,严艺丹",百度音乐:歌曲TOP500
流恋,吴奇隆/严艺丹,百度音乐:歌曲TOP500
流恋,"吴奇隆					  /    严艺丹",百度音乐:歌曲TOP500
流星,王菲,百度音乐:歌曲TOP500
流沙,马俊伟,百度音乐:歌曲TOP500
流言,林隆旋,百度音乐:歌曲TOP500
流转,李玟,百度音乐:歌曲TOP500
浮夸,泳儿,百度音乐:歌曲TOP500
浮夸,林志炫,百度音乐:歌曲TOP500
浮夸,梁君诺,百度音乐:歌曲TOP500
浮夸,陈奕迅,百度音乐:歌曲TOP500
海浪,黄品源,百度音乐:歌曲TOP500
淘汰,陈奕迅,百度音乐:歌曲TOP500
清晨,Bandari,百度音乐:歌曲TOP500
清晨,班得瑞,百度音乐:歌曲TOP500
温柔,五月天,百度音乐:歌曲TOP500
渴望,毛阿敏,百度音乐:歌曲TOP500
渴望,辛晓琪,百度音乐:歌曲TOP500
渺小,田馥甄,百度音乐:歌曲TOP500
溺爱,本兮,百度音乐:歌曲TOP500
满满,梁文音,百度音乐:歌曲TOP500
满满,王铮亮,百度音乐:歌曲TOP500
满满,王铮亮/梁文音,百度音乐:歌曲TOP500
滴答,侃侃,百度音乐:歌曲TOP500
漫步,许巍,百度音乐:歌曲TOP500
潮汐,黑豹乐队,百度音乐:歌曲TOP500
火苗,格格,百度音乐:歌曲TOP500
烟火,陈翔,百度音乐:歌曲TOP500
烟火,黎明,百度音乐:歌曲TOP500
烟火,郭采洁,百度音乐:歌曲TOP500
烟火,陈绮贞,百度音乐:歌曲TOP500
烟火,黎明+任贤齐,百度音乐:歌曲TOP500
热情,田馥甄,百度音乐:歌曲TOP500
热浪,温岚,百度音乐:歌曲TOP500
热雪,魏晨,百度音乐:歌曲TOP500
焦点,陈楚生,百度音乐:歌曲TOP500
煎熬,田丹,百度音乐:歌曲TOP500
煎熬,赵晗,百度音乐:歌曲TOP500
煎熬,李佳薇,百度音乐:歌曲TOP500
燃点,胡夏,百度音乐:歌曲TOP500
爱上,小宇,百度音乐:歌曲TOP500
爱人,,百度音乐:歌曲TOP500
爱人,王菲,百度音乐:歌曲TOP500
爱你,阿木,百度音乐:歌曲TOP500
爱你,王心凌,百度音乐:歌曲TOP500
爱吧,崔天琪,百度音乐:歌曲TOP500
爱囚,庄心妍,百度音乐:歌曲TOP500
爱妃,后弦,百度音乐:歌曲TOP500
爱情,王韵壹,百度音乐:歌曲TOP500
爱情,田馥甄,百度音乐:歌曲TOP500
爱情,莫文蔚,百度音乐:歌曲TOP500
爱情,郭富城,百度音乐:歌曲TOP500
爱火,蓝琪儿,百度音乐:歌曲TOP500
爱神,"钟汉良,胡杨林",百度音乐:歌曲TOP500
爱过,童童,百度音乐:歌曲TOP500
父亲,李健,百度音乐:歌曲TOP500
父亲,刘和刚,百度音乐:歌曲TOP500
父亲,胡彦斌,百度音乐:歌曲TOP500
父亲,高明骏,百度音乐:歌曲TOP500
父亲,筷子兄弟,百度音乐:歌曲TOP500
父亲,降央卓玛,百度音乐:歌曲TOP500
爷爷,曹格,百度音乐:歌曲TOP500
爸爸,张赫宣,百度音乐:歌曲TOP500
牵手,苏芮,百度音乐:歌曲TOP500
牵手,张惠妹,百度音乐:歌曲TOP500
牵手,黄绮珊,百度音乐:歌曲TOP500
牵挂,刘和刚,百度音乐:歌曲TOP500
特别,黄龄,百度音乐:歌曲TOP500
犯贱,陈小春,百度音乐:歌曲TOP500
犯贱,"徐良,阿悄",百度音乐:歌曲TOP500
犯错,斯琴高丽,百度音乐:歌曲TOP500
犯错,斯琴高丽/顾峰,百度音乐:歌曲TOP500
狂流,羽泉,百度音乐:歌曲TOP500
狂流,齐秦,百度音乐:歌曲TOP500
狂草,韩庚,百度音乐:歌曲TOP500
狐狸,纪海星,百度音乐:歌曲TOP500
献世,周杰伦,百度音乐:歌曲TOP500
献身,舒淇,百度音乐:歌曲TOP500
王妃,尚雯婕,百度音乐:歌曲TOP500
王妃,萧敬腾,百度音乐:歌曲TOP500
王子,张栋梁,百度音乐:歌曲TOP500
玩笑,刘瑞琦,百度音乐:歌曲TOP500
玩笑,萧亚轩,百度音乐:歌曲TOP500
玫瑰,谭晶,百度音乐:歌曲TOP500
现在,莫龙丹,百度音乐:歌曲TOP500
珍惜,李宇春,百度音乐:歌曲TOP500
珍惜,苏有朋,百度音乐:歌曲TOP500
理想,金志文,百度音乐:歌曲TOP500
用情,张信哲,百度音乐:歌曲TOP500
电影,100%乐团,百度音乐:歌曲TOP500
男人,庞龙,百度音乐:歌曲TOP500
男神,柳岩,百度音乐:歌曲TOP500
画壁,"孙俪,邓超",百度音乐:歌曲TOP500
画心,张靓颖,百度音乐:歌曲TOP500
画情,姚贝娜,百度音乐:歌曲TOP500
画沙,袁咏琳,百度音乐:歌曲TOP500
画沙,周杰伦 袁咏琳,百度音乐:歌曲TOP500
画沙,周杰伦+袁咏琳,百度音乐:歌曲TOP500
留香,吴奇隆,百度音乐:歌曲TOP500
疼爱,张卫健,百度音乐:歌曲TOP500
痛快,S.H.E,百度音乐:歌曲TOP500
痛快,孙楠,百度音乐:歌曲TOP500
痴梦,黄英,百度音乐:歌曲TOP500
痴梦,严艺丹,百度音乐:歌曲TOP500
痴迷,林海,百度音乐:歌曲TOP500
白狐,陈瑞,百度音乐:歌曲TOP500
白狐,谢容儿,百度音乐:歌曲TOP500
盛开,李玟,百度音乐:歌曲TOP500
盛开,玖月奇迹,百度音乐:歌曲TOP500
盲爱,"刘德华,郑秀文",百度音乐:歌曲TOP500
直接,刘若英,百度音乐:歌曲TOP500
相信,,百度音乐:歌曲TOP500
看海,莫艳琳,百度音乐:歌曲TOP500
看清,林芯仪,百度音乐:歌曲TOP500
看穿,陈奕迅,百度音乐:歌曲TOP500
真实,李琦,百度音乐:歌曲TOP500
真爱,孙自佑,百度音乐:歌曲TOP500
真爱,张学友,百度音乐:歌曲TOP500
真爱,杜丽莎,百度音乐:歌曲TOP500
眼泪,余俊逸,百度音乐:歌曲TOP500
眼睛,张敬轩,百度音乐:歌曲TOP500
眼色,林宥嘉,百度音乐:歌曲TOP500
着魔,张杰,百度音乐:歌曲TOP500
矛盾,田馥甄,百度音乐:歌曲TOP500
矜持,杨宗纬,百度音乐:歌曲TOP500
知己,蔡卓妍,百度音乐:歌曲TOP500
知足,五月天,百度音乐:歌曲TOP500
知足,梁静茹,百度音乐:歌曲TOP500
破晓,魏晨,百度音乐:歌曲TOP500
破晓,南拳妈妈,百度音乐:歌曲TOP500
礼物,许巍,百度音乐:歌曲TOP500
礼物,刘力扬,百度音乐:歌曲TOP500
礼物,梁咏琪,百度音乐:歌曲TOP500
礼物,江映蓉,百度音乐:歌曲TOP500
礼物,黄立行,百度音乐:歌曲TOP500
祈祷,王杰,百度音乐:歌曲TOP500
祈祷,李岗霖,百度音乐:歌曲TOP500
祈祷,王杰/王韵婵,百度音乐:歌曲TOP500
祝福,张学友,百度音乐:歌曲TOP500
神香,萨顶顶,百度音乐:歌曲TOP500
离人,林志炫,百度音乐:歌曲TOP500
离别,阿杜,百度音乐:歌曲TOP500
离岛,林一峰,百度音乐:歌曲TOP500
离开,郭静,百度音乐:歌曲TOP500
离歌,信乐团,百度音乐:歌曲TOP500
离殇,小5,百度音乐:歌曲TOP500
私奔,梁博,百度音乐:歌曲TOP500
私奔,郑钧,百度音乐:歌曲TOP500
私奔,刘明辉,百度音乐:歌曲TOP500
秋歌,小沈阳,百度音乐:歌曲TOP500
秘密,元气,百度音乐:歌曲TOP500
秘密,蓝又时,百度音乐:歌曲TOP500
稻香,周杰伦,百度音乐:歌曲TOP500
空城,杨坤,百度音乐:歌曲TOP500
空城,金志文,百度音乐:歌曲TOP500
空港,戴爱玲,百度音乐:歌曲TOP500
窗外,周迅,百度音乐:歌曲TOP500
窗外,李琛,百度音乐:歌曲TOP500
窗外,窦唯,百度音乐:歌曲TOP500
窗外,齐秦,百度音乐:歌曲TOP500
童年,卓依婷,百度音乐:歌曲TOP500
童年,罗大佑,百度音乐:歌曲TOP500
童话,光良,百度音乐:歌曲TOP500
笑脸,谢东,百度音乐:歌曲TOP500
笔记,周笔畅,百度音乐:歌曲TOP500
等待,韩磊,百度音乐:歌曲TOP500
等等,Olivia Ong,百度音乐:歌曲TOP500
答案,誓言,百度音乐:歌曲TOP500
答案,沙宝亮,百度音乐:歌曲TOP500
答案,潘嘉丽,百度音乐:歌曲TOP500
答案,"杨坤,郭采洁",百度音乐:歌曲TOP500
籁赋,李宇春,百度音乐:歌曲TOP500
粉末,李宇春,百度音乐:歌曲TOP500
素颜,twins,百度音乐:歌曲TOP500
素颜,许嵩,百度音乐:歌曲TOP500
素颜,"许嵩,何曼婷",百度音乐:歌曲TOP500
繁星,至上励合,百度音乐:歌曲TOP500
红日,李克勤,百度音乐:歌曲TOP500
红色,钟汉良,百度音乐:歌曲TOP500
红豆,王菲,百度音乐:歌曲TOP500
红豆,方大同,百度音乐:歌曲TOP500
红颜,胡彦斌,百度音乐:歌曲TOP500
约定,光亮,百度音乐:歌曲TOP500
约定,周蕙,百度音乐:歌曲TOP500
约定,王菲,百度音乐:歌曲TOP500
练习,刘德华,百度音乐:歌曲TOP500
终于,秦岚,百度音乐:歌曲TOP500
经过,"何洁,陈楚生",百度音乐:歌曲TOP500
经过,何洁/陈楚生,百度音乐:歌曲TOP500
经过,"何洁					  /    陈楚生",百度音乐:歌曲TOP500
给你,陈奕迅,百度音乐:歌曲TOP500
给你,黄耀明,百度音乐:歌曲TOP500
给爱,"周艳泓,林依轮",百度音乐:歌曲TOP500
绝地,李祥祥,百度音乐:歌曲TOP500
绽放,戴娆,百度音乐:歌曲TOP500
绿光,孙燕姿,百度音乐:歌曲TOP500
缺口,林凡,百度音乐:歌曲TOP500
缺口,庾澄庆,百度音乐:歌曲TOP500
羽毛,王心凌,百度音乐:歌曲TOP500
翅膀,羽泉,百度音乐:歌曲TOP500
翅膀,林依晨,百度音乐:歌曲TOP500
翅膀,林俊杰,百度音乐:歌曲TOP500
翅膀,王心凌,百度音乐:歌曲TOP500
老大,小柯,百度音乐:歌曲TOP500
老大,李晓杰,百度音乐:歌曲TOP500
聊天,何勇,百度音乐:歌曲TOP500
聊天,郭静,百度音乐:歌曲TOP500
肋骨,周笔畅,百度音乐:歌曲TOP500
背叛,曹格,百度音乐:歌曲TOP500
背叛,张惠妹,百度音乐:歌曲TOP500
胡闹,吴克群,百度音乐:歌曲TOP500
脱掉,杜德伟,百度音乐:歌曲TOP500
自己,李玟,百度音乐:歌曲TOP500
自己,徐海星,百度音乐:歌曲TOP500
自由,李琦,百度音乐:歌曲TOP500
自由,张震岳,百度音乐:歌曲TOP500
自虐,张惠妹,百度音乐:歌曲TOP500
舞娘,蔡依林,百度音乐:歌曲TOP500
船歌,赵鹏,百度音乐:歌曲TOP500
色惑,杨千嬅,百度音乐:歌曲TOP500
艳遇,萧亚轩,百度音乐:歌曲TOP500
芊芊,回音哥,百度音乐:歌曲TOP500
花心,周华健,百度音乐:歌曲TOP500
花旦,周华健,百度音乐:歌曲TOP500
花泪,栋梁,百度音乐:歌曲TOP500
花海,周杰伦,百度音乐:歌曲TOP500
花火,丁当,百度音乐:歌曲TOP500
花火,梁博,百度音乐:歌曲TOP500
花火,汪峰,百度音乐:歌曲TOP500
花火,尚雯婕,百度音乐:歌曲TOP500
花甲,后弦,百度音乐:歌曲TOP500
花香,许绍洋,百度音乐:歌曲TOP500
花魁,周旖喆,百度音乐:歌曲TOP500
苏醒,王杰,百度音乐:歌曲TOP500
苦瓜,陈奕迅,百度音乐:歌曲TOP500
苦笑,汪苏泷,百度音乐:歌曲TOP500
英雄,丁于,百度音乐:歌曲TOP500
英雄,张冬玲,百度音乐:歌曲TOP500
萍聚,李翊君,百度音乐:歌曲TOP500
萍聚,"李翊君,孙建平",百度音乐:歌曲TOP500
落花,黄勇,百度音乐:歌曲TOP500
落花,叶倩文,百度音乐:歌曲TOP500
落花,李小璐,百度音乐:歌曲TOP500
落花,杨钰莹,百度音乐:歌曲TOP500
落花,林心如,百度音乐:歌曲TOP500
落花,潘越云,百度音乐:歌曲TOP500
蓝天,成龙,百度音乐:歌曲TOP500
蓝天,成龙+  孙...,百度音乐:歌曲TOP500
蓝雨,张学友,百度音乐:歌曲TOP500
虐心,"徐良,孙羽幽",百度音乐:歌曲TOP500
蜀绣,李宇春,百度音乐:歌曲TOP500
蜗牛,周杰伦,百度音乐:歌曲TOP500
蜿蜒,品冠,百度音乐:歌曲TOP500
蝴蝶,王菲,百度音乐:歌曲TOP500
蝴蝶,刘若英,百度音乐:歌曲TOP500
蝴蝶,王心凌,百度音乐:歌曲TOP500
蝴蝶,胡彦斌,百度音乐:歌曲TOP500
