歌曲id,歌曲名,歌手名,,,,,,,
5964230 ,小李飞刀,罗文,,,,,,,
119147030 ,Dar um Jeito (We Will Find A Way）,"Santana,Wyclef,Avicii,Alexandre Pires",,,,,,,
2092149 ,洪湖水浪打浪,宋祖英,,,,,,,
85798358 ,把我的悲伤留给自己 - 江湖 电影原声大碟,林苑,,,,,,,
23476105 ,各自远扬（声动亚洲）,霍尊,,,,,,,
2104725 ,粉红色的回忆,韩宝仪,,,,,,,
123858308 ,Paradise In Love,李敏镐,,,,,,,
2081308 ,一生爱你千百回,梅艳芳,,,,,,,
60909147 ,誓要入刀山,郑少秋,,,,,,,
7282228 ,涛声依旧,费玉清,,,,,,,
10490783 ,你的微笑,那英,,,,,,,
627506 ,我记得我爱过,何润东,,,,,,,
17855665 ,茉莉花（声动亚洲）,霍尊,,,,,,,
246881 ,俩俩相忘,辛晓琪,,,,,,,
1037121 ,光之翼,王菲,,,,,,,
260092 ,后青春期的诗,五月天,,,,,,,
2093822 ,流沙,陶喆,,,,,,,
13993871 ,空虚，沸腾,本兮,,,,,,,
121576516 ,永远,张靓颖,,,,,,,
69752549 ,最炫民族风,"叶玮庭,李秋泽",,,,,,,
106258045 ,夜の潮,高维那,,,,,,,
1155046 ,Where Are You Now,George Winston,,,,,,,
2735413 ,上海滩,叶丽仪,,,,,,,
1678484 ,车站,高胜美,,,,,,,
1371452 ,一直很安静,阿桑,,,,,,,
5409532 ,骊歌,GALA,,,,,,,
31626150 ,幸福了 然后呢,A-Lin,,,,,,,
123339601 ,一路上有你 (Live),张碧晨;魏雪漫,,,,,,,
43821524 ,伤心城市,"云菲菲,冷漠",,,,,,,
106267913 ,Love Is... (Acoustic ver.),,,,,,,,
2063969 ,又见炊烟,韩宝仪,,,,,,,
121927095 ,想你啦,"龙梅子,冷漠",,,,,,,
1472212 ,谁让我爱上你,汤潮,,,,,,,
121523699 ,你是我生命中的礼物,乌拉多恩,,,,,,,
615807 ,泰坦尼克号主题曲,黑鸭子,,,,,,,
18271977 ,Ooh La La,Goldfrapp,,,,,,,
85527847 ,女友结婚了新郎不是我 - m 24s,印度歌曲,,,,,,,
1496008 ,7 Days,Craig David,,,,,,,
1069285 ,恋着多喜欢,梁静茹,,,,,,,
14305714 ,十五的月亮,董文华,,,,,,,
65363428 ,说书人,小沈阳,,,,,,,
13914288 ,93 Million Miles,Jason Mraz,,,,,,,
1242806 ,爱江山更爱美人,卓依婷,,,,,,,
1482662 ,The Power Of Love,Céline Dion,,,,,,,
13989016 ,好甜好甜的梦,胎教音乐,,,,,,,
34768171 ,心跳,杨谨,,,,,,,
323362 ,伞下,张宇,,,,,,,
104004343 ,还记得吗,曹轩宾,,,,,,,
2100927 ,倒带,蔡依林,,,,,,,
1271193 ,好久不见,陈奕迅,,,,,,,
20518381 ,Yesterday,The Beatles,,,,,,,
24166196 ,兔子舞,群星,,,,,,,
1604661 ,你是我的眼,动力火车,,,,,,,
18407375 ,钢琴曲 梁祝,群星,,,,,,,
10510312 ,Can You Feel My World,王力宏,,,,,,,
106181357 ,Christmas Day,EXO,,,,,,,
1196547 ,The Raising Fighting Spirit,火影忍者,,,,,,,
2342881 ,莫斯科郊外的晚上,李玉刚,,,,,,,
1676675 ,小河淌水 Flowing Creek,纯音乐,,,,,,,
1457256 ,Nobody But You,Backstreet Boys,,,,,,,
65602111 ,我爱你塞北的雪,玖月奇迹,,,,,,,
40135755 ,梦田,"齐秦,齐豫",,,,,,,
5887542 ,霸王别姬,屠洪刚,,,,,,,
2234168 ,All Rise,Blue,,,,,,,
1090684 ,独自去偷欢,刘德华,,,,,,,
270910 ,阳光宅男,周杰伦,,,,,,,
218698 ,他夏了夏天,苏打绿,,,,,,,
84924626 ,预谋,"DJ,小杰",,,,,,,
1126611 ,青春无悔,"老狼,叶蓓",,,,,,,
5966677 ,最后一次的温柔,蓝雨,,,,,,,
73871259 ,九鼎天下,NULL,,,,,,,
303902 ,九九女儿红,陈少华,,,,,,,
1278887 ,浪漫爱,江语晨,,,,,,,
1135204 ,海阔天空,Beyond,,,,,,,
84948007 ,恰似你的温柔,程响,,,,,,,
17956305 ,直到世界终结,动漫原声,,,,,,,
13986619 ,婚礼,The Daydream,,,,,,,
84710718 ,Missing You,"G-Dragon,金润雅",,,,,,,
39285417 ,团结就是力量,霍勇,,,,,,,
209718 ,在希望的田野上,彭丽媛,,,,,,,
36665184 ,完美人生,程响,,,,,,,
84958776 ,莫失莫忘,"胡歌,仙剑奇侠传三主题曲",,,,,,,
14715196 ,最亲爱的你,范玮琪,,,,,,,
15927115 ,我是一只小小鸟,赵传,,,,,,,
2760528 ,Dima,Zaho,,,,,,,
85178960 ,最长的电影,陈僖仪,,,,,,,
2498001 ,想象之中,许嵩,,,,,,,
2000815 ,歌唱祖国,大合唱,,,,,,,
1096494 ,鸽子情缘(鸽子园主题曲)(粤),刘德华,,,,,,,
454828 ,我的未来不是梦,张雨生,,,,,,,
115099381 ,银泰,孙燕姿,,,,,,,
64364540 ,谢谢侬,陈奕迅,,,,,,,
2115303 ,将军令,吴克群,,,,,,,
12415247 ,梦回云南,白玛多吉,,,,,,,
900090 ,好人一生平安,李娜,,,,,,,
14434109 ,菊花台,李玉刚,,,,,,,
106272388 ,爸爸去哪儿(英文版),电视原声,,,,,,,
694738 ,暧昧,杨丞琳,,,,,,,
87899810 ,别害怕,罗震环,,,,,,,
15323772 ,我想我不够好,单色凌,,,,,,,
528647 ,Bad Romance,Lady Gaga,,,,,,,
1990824 ,月儿像柠檬,龙飘飘,,,,,,,
34234016 ,如果爱老了,"杨幂,刘恺威",,,,,,,
1984781 ,唐伯虎点秋香,过江龙,,,,,,,
13766080 ,月牙儿,赵本山,,,,,,,
8877994 ,Amazing Grace,林育群,,,,,,,
50678824 ,Breath and Life,Audiomachine,,,,,,,
20721616 ,阿哥阿妹,谢军,,,,,,,
19125148 ,摇篮曲,彭丽媛,,,,,,,
1623563 ,佛说圣佛母般若波罗蜜多心经,王菲,,,,,,,
84936274 ,金刚经,佛教音乐,,,,,,,
1169194 ,缠绵,刘德华,,,,,,,
27834770 ,幼稚完,林峯,,,,,,,
25784543 ,做你的爱人,饶天亮,,,,,,,
18235311 ,相思的滋味,韩宝仪,,,,,,,
1117407 ,真的好想你,卓依婷,,,,,,,
296453 ,你还欠我一个拥抱,"后弦,Sara",,,,,,,
1152948 ,最冷一天,张国荣,,,,,,,
90998527 ,虐心,NULL,,,,,,,
119381919 ,恩爱小夫妻,朱贝贝,,,,,,,
301354 ,杯水情歌,庞龙,,,,,,,
1012378 ,哭过的天空,苏慧伦,,,,,,,
98736602 ,映山红,阿鲁阿卓,,,,,,,
23637148 ,你在哪里,筷子兄弟,,,,,,,
2069760 ,皇后大道东,"罗大佑,蒋志光",,,,,,,
262353 ,姑娘我爱你,索朗扎西,,,,,,,
1212942 ,呼吸,蔡健雅,,,,,,,
1079518 ,多情人都把灵魂给了谁,李翊君,,,,,,,
795823 ,今生今世,张国荣,,,,,,,
961188 ,城府,许嵩,,,,,,,
106081381 ,两个人的事,李代沫,,,,,,,
1152540 ,Honestly,Jo De La Rosa,,,,,,,
119092956 ,我恨自己动了真情,冷漠,,,,,,,
7490051 ,The End Of The World,Skeeter Davis,,,,,,,
281642 ,开门红,"火风,汤灿",,,,,,,
2486093 ,归去来,"胡兵,希莉娜依",,,,,,,
5915963 ,永远永远,李翊君,,,,,,,
10290160 ,爱人跟人走,卓依婷,,,,,,,
7279840 ,爱我的人和我爱的人,游鸿明,,,,,,,
87778526 ,街舞少年,TF家族,,,,,,,
85808788 ,出卖我 - 慢摇嗨曲 加快版 dj 阿呆上传,程响,,,,,,,
122058595 ,那些年 (Back Then),张力尹,,,,,,,
1167797 ,男人Ktv,胡彦斌,,,,,,,
85804172 ,出卖我 - dj 最新版本,程响,,,,,,,
5886880 ,爱上你是一个错,杨培安,,,,,,,
85128848 ,答应不爱你,程响,,,,,,,
14308106 ,美丽的神话,胡歌,,,,,,,
434908 ,无条件为你,梁静茹,,,,,,,
205650 ,我这个你不爱的人,迪克牛仔,,,,,,,
34539870 ,Only One (inst),宝儿,,,,,,,
998473 ,Dying In The Sun,The Cranberries,,,,,,,
87851155 ,伤心的人别听慢歌（贯彻快乐）,五月天,,,,,,,
1185734 ,Soledad,Westlife,,,,,,,
8523344 ,You Belong To Me,Jason Wade,,,,,,,
18967060 ,给你们,孙露,,,,,,,
14709032 ,Outlaws Of Love,Adam Lambert,,,,,,,
1038959 ,红豆,王菲,,,,,,,
1339252 ,寓言,张韶涵,,,,,,,
119092950 ,怕你伤心怕你哭,冷漠,,,,,,,
7548128 ,Won'T Go Home Without You,Maroon 5,,,,,,,
23831465 ,我会想起你,丽江小倩,,,,,,,
1024227 ,我可以,蔡旻佑,,,,,,,
591256 ,信者得爱,郑秀文,,,,,,,
13896629 ,Ulysse,Ridan,,,,,,,
1371331 ,杀破狼,JS,,,,,,,
85191158 ,苦果 - 苦果程响 苦果下载,程响,,,,,,,
116140822 ,七秒钟的记忆,徐良vs孙羽幽,,,,,,,
751126 ,我是一只鱼,任贤齐,,,,,,,
85719241 ,梵文,"超好听,大悲咒",,,,,,,
1185228 ,倩女幽魂,张国荣,,,,,,,
23166620 ,Beat It,迈克尔杰克逊,,,,,,,
1453768 ,我爱洗澡,范晓萱,,,,,,,
13846082 ,没那么坚强,程响,,,,,,,
85191125 ,苦果 - 天地人,程响,,,,,,,
2040443 ,我难过,5566,,,,,,,
106118901 ,没那么简单,胡彦斌,,,,,,,
13846101 ,爱上一个梦,程响,,,,,,,
360548 ,Home,Westlife,,,,,,,
84703219 ,不该相遇在秋天,程响,,,,,,,
246071 ,护花使者,李克勤,,,,,,,
64546347 ,分开那天,程响,,,,,,,
18405437 ,分手了还是朋友,程响,,,,,,,
1723776 ,"Sorry, Sorry",Super Junior,,,,,,,
13744289 ,情人节的夜晚,"本兮,小贱",,,,,,,
31167248 ,你飞到城市另一边,好妹妹乐队,,,,,,,
10510324 ,心跳,王力宏,,,,,,,
10549574 ,忘情酒,安东阳,,,,,,,
12431539 ,Domino,Jessie J,,,,,,,
119156142 ,那一世,陈翔,,,,,,,
18643264 ,下定决心忘记你,网络歌手,,,,,,,
117099320 ,200%,乐童音乐家,,,,,,,
85301781 ,滴答滴 - 北京爱情故事 l,侃侃,,,,,,,
18945103 ,眼泪的错觉,群星,,,,,,,
86702478 ,在你离开那一天,"汪东城,曾沛慈",,,,,,,
7478524 ,S&M,Rihanna,,,,,,,
1064259 ,难得有情人,关淑怡,,,,,,,
1719653 ,小步舞曲,胎教音乐,,,,,,,
14440012 ,委屈,梁佳玉,,,,,,,
106131070 ,序曲：时间的歌,陈绮贞,,,,,,,
5535744 ,映山红,韩红,,,,,,,
31383845 ,玉石俱焚,程响,,,,,,,
247886 ,爱的箴言,罗大佑,,,,,,,
85719924 ,回忆的画面,程响,,,,,,,
117037272 ,我们去探险吧,"拜尔娜,姜琪航,王睿卓,张钰琪,曲婉婷,蹇佳成",,,,,,,
35270080 ,经常回家看一看,"程响,王羽泽",,,,,,,
96964461 ,红绿灯,周子琰,,,,,,,
85765363 ,很受伤,程响,,,,,,,
73943094 ,白素贞,NULL,,,,,,,
1967722 ,好人一生平安,李娜,,,,,,,
2121734 ,月亮船,杨钰莹,,,,,,,
1337276 ,在树上唱歌,郭静,,,,,,,
1589771 ,赤道和北极,王雅洁,,,,,,,
84924724 ,喊麦,"DJ,小枫,洪磊,MC",,,,,,,
85582329 ,冬季到台北来看雨,程响,,,,,,,
107592133 ,Partita For Double String Orchestra: Iv. Fantasia (Allegro),吉克隽逸,,,,,,,
57966622 ,害怕,带泪的鱼,,,,,,,
13846094 ,出墙,"程响,王嘉南",,,,,,,
13846112 ,真心换伤心,程响,,,,,,,
10291312 ,妈妈我想你,汤潮,,,,,,,
1021498 ,Wonderful Tonight,Eric Clapton,,,,,,,
85804472 ,出卖我 - 2012 - dj 加快版,程响,,,,,,,
85806505 ,出卖我 - dj 子亮 2012加快版 高品质,程响,,,,,,,
19048179 ,Shotgun Senorita,Blue Stahli,,,,,,,
313037 ,我愿,央金兰泽,,,,,,,
2064099 ,北京的金山上,韩红,,,,,,,
17930551 ,玖月情歌,玖月奇迹,,,,,,,
13846124 ,修女的伤,程响,,,,,,,
84924472 ,弄你迪士高 - 弄你,DJ舞曲,,,,,,,
253063 ,Colorful Days,朴树,,,,,,,
2072944 ,心云,林志颖,,,,,,,
18636758 ,单身歌,庞龙,,,,,,,
387390 ,往事只能回味,高胜美,,,,,,,
70639959 ,你在烦恼什么,"张新,刘籽辰",,,,,,,
121106763 ,黑眼圈,汪苏泷,,,,,,,
35255602 ,燕儿飞,"宋小宝,王一璠",,,,,,,
1113116 ,爱得太迟,古巨基,,,,,,,
1067667 ,冰山上的雪莲,郑钧,,,,,,,
485433 ,你究竟有几个好妹妹,孟庭苇,,,,,,,
65370176 ,追,香香,,,,,,,
7337399 ,如果这都不算爱,陈奕迅,,,,,,,
84945355 ,天之痕,钢琴曲,,,,,,,
486197 ,黄玫瑰,乌兰托娅,,,,,,,
12313535 ,当我们一起走过,苏打绿,,,,,,,
682043 ,天堂,腾格尔,,,,,,,
5836956 ,你是我的菜,王麟,,,,,,,
115059492 ,Wild Wild Love,Pitbull,,,,,,,
85804451 ,出卖我 - dj 志勇 潮流版,程响,,,,,,,
18279020 ,蔓莉,韩宝仪,,,,,,,
1531888 ,青花瓷,龚玥,,,,,,,
5965214 ,移情别恋,郭峰,,,,,,,
85800619 ,我的路,单冲峰,,,,,,,
2552635 ,"Steppe, Endless Steppe  (Arr. V. Afanasiev)","St. Petersburg Male Voice Choir,Vadim Afanasiev",,,,,,,
1472171 ,那滋味,汤潮,,,,,,,
14384389 ,我爱你中国,谭晶,,,,,,,
61887992 ,贪图,李代沫,,,,,,,
7280557 ,春雨里洗过的太阳,王力宏,,,,,,,
120825021 ,我不会一个人,"王铮亮,刘涛",,,,,,,
84947003 ,命运不是辘轳,经典老歌,,,,,,,
99014319 ,心照一生,RubberBand,,,,,,,
14570434 ,反璞归真,屠颖,,,,,,,
13758614 ,忧伤倒数,小昔米,,,,,,,
86673594 ,模特,李荣浩,,,,,,,
87720510 ,我说亲爱的,"龙梅子,杨海彪",,,,,,,
1269418 ,船歌,邓丽君,,,,,,,
24493251 ,辛德瑞拉,丁丁,,,,,,,
308831 ,我们能不能不分手,花儿乐队,,,,,,,
71285591 ,天天想你,陈绮贞,,,,,,,
18888928 ,Traveling Light,Joel Hanson,,,,,,,
1393300 ,头发乱了,张学友,,,,,,,
6573725 ,纳西情歌,陈思思,,,,,,,
1145801 ,爱啦啦,海楠,,,,,,,
275078 ,七友,梁汉文,,,,,,,
12314155 ,向阳花,汪峰,,,,,,,
65766031 ,咆哮 (Growl),EXO-M,,,,,,,
59438724 ,青藏高原,李娜,,,,,,,
8513553 ,星光,凤凰传奇,,,,,,,
85755230 ,我爱你中国,彭丽媛,,,,,,,
85800720 ,九道弯,小沈阳,,,,,,,
34185466 ,再回首,羽泉,,,,,,,
18590383 ,Flower Dance,DJ OKAWARI,,,,,,,
5836643 ,芦花,雷佳,,,,,,,
1823976 ,怪怪女,青鸟飞鱼,,,,,,,
49207254 ,隐身守候,孙子涵,,,,,,,
2084299316 ,邓紫琪 - 喜欢你,NULL,,,,,,,
121494441 ,男神,柳岩,,,,,,,
121556555 ,Shine (闪耀),J-Min,,,,,,,
298354 ,连哭都是我的错,东来东往,,,,,,,
10309883 ,延安颂,李双江,,,,,,,
278338 ,词不达意,林忆莲,,,,,,,
2077771 ,听！是谁在唱歌？,"刘若英,黄韵玲",,,,,,,
751956 ,Umbrella,Rihanna,,,,,,,
1117022 ,One Day In Spring,Bandari,,,,,,,
2125054 ,只要你过得比我好,钟镇涛,,,,,,,
85030122 ,生日歌,英文歌曲,,,,,,,
418104 ,月满西楼,童丽,,,,,,,
116668629 ,一分后 (After A Minute),Super Junior-M,,,,,,,
65765542 ,Lucky,EXO-M,,,,,,,
84931215 ,悲伤的天使,钢琴曲,,,,,,,
7902839 ,Better In Time,Leona Lewis,,,,,,,
13987316 ,深山禅林,古筝佛赞,,,,,,,
44063192 ,六字大明咒,耀一法师,,,,,,,
13804484 ,唱支山歌给党听,张冬玲,,,,,,,
120793420 ,Stay With Me,"太阳,G-Dragon",,,,,,,
1305732 ,心碎,易欣,,,,,,,
437558 ,狐狸精,"罗志祥,米娜",,,,,,,
123807696 ,只有你 (? ???),金泰宇,,,,,,,
304939 ,不再让你孤单,陈升,,,,,,,
85815530 ,出卖我 - a 版 2012 - dj 伟伟 mix,程响,,,,,,,
793283 ,其实我介意,"小雪,林汉洋",,,,,,,
2057854 ,缘,高胜美,,,,,,,
34182453 ,茉莉花,"宋祖英,Celine Dion",,,,,,,
999991 ,I Could Be The One ( Lp Version ),Donna Lewis,,,,,,,
59049599 ,思念是一种病,"蔡健雅,张震岳",,,,,,,
436259 ,浏阳河,童丽,,,,,,,
1145208 ,Long Long Journey,Enya,,,,,,,
1136834 ,再见理想,Beyond,,,,,,,
282184 ,傻女,陈慧娴,,,,,,,
116938115 ,星星的妈妈,"华子,周子琰,张楚,回音哥,侯磊",,,,,,,
85265916 ,听袁惟仁弹吉他,周杰伦,,,,,,,
85799700 ,旅程,蔡依林,,,,,,,
35511788 ,怀念战友,云飞,,,,,,,
85810683 ,出卖我 - 博白 dj 蓝锦 疯狂版,程响,,,,,,,
994300 ,我曾用心爱着你,潘美辰,,,,,,,
85808013 ,出卖我 - dj 小波 2012 - remix,程响,,,,,,,
85803639 ,出卖我 - dj 大雪 慢摇 大雪 remix,程响,,,,,,,
2071456 ,胆小鬼,梁咏琪,,,,,,,
2175770 ,Eenie Meenie (Feat Sean Kingston),"Justin Bieber,Sean Kingston",,,,,,,
116370583 ,刀剑如梦,平安,,,,,,,
1220183 ,童话,光良,,,,,,,
65724516 ,太爱你,刘忻,,,,,,,
87720883 ,当爱离别时,龙梅子,,,,,,,
13902608 ,爱情,莫文蔚,,,,,,,
84926354 ,小提琴,卡农,,,,,,,
1098100 ,神话情话,"周华健,齐豫",,,,,,,
121576534 ,微笑以后,张靓颖,,,,,,,
5954053 ,爱情的故事,方季惟,,,,,,,
1338126 ,Wake Me Up When September Ends,Green Day,,,,,,,
7447443 ,The Show,Lenka,,,,,,,
1023549 ,为你而活,神木与瞳,,,,,,,
99718923 ,Say Something (feat. Christina Aguilera),A Great Big World,,,,,,,
669821 ,我的心好冷,Sara,,,,,,,
88328300 ,平淡日子里的刺,宋冬野,,,,,,,
10354791 ,九九艳阳天,"阎维文,谭晶",,,,,,,
284178 ,寂寞难耐,李宗盛,,,,,,,
782195 ,Conquest Of Paradise,Vangelis,,,,,,,
123270920 ,肾上腺素 (Adrenaline),少女时代-太蒂徐,,,,,,,
668419 ,水晶,"徐怀钰,任贤齐",,,,,,,
20377797 ,butterfly,和田光司,,,,,,,
58048573 ,?? ? ??,金秀贤,,,,,,,
69184133 ,2013深港最新中文串烧大碟,DJ,,,,,,,
328312 ,阳光下的星星,金海心,,,,,,,
118345006 ,Vida,Ricky Martin,,,,,,,
18628623 ,天使的翅膀,西单女孩,,,,,,,
85051559 ,都是缘分惹的祸,安东阳,,,,,,,
7282712 ,倾国倾城,费玉清,,,,,,,
413945 ,千年之恋,"信乐团,戴爱玲",,,,,,,
109714819 ,I See Fire,Ed Sheeran,,,,,,,
290947 ,三生石 三生路,阿兰,,,,,,,
2049229 ,康定情歌,蔡琴,,,,,,,
85800629 ,夜夜夜夜,叶秉桓,,,,,,,
85076109 ,冰冰,程响,,,,,,,
255980 ,Lost In Paradise,王若琳,,,,,,,
16302554 ,我从草原来 全新缩混版,凤凰传奇,,,,,,,
87593176 ,照顾自己,张含韵,,,,,,,
331822 ,Fireflies,Owl City,,,,,,,
31929566 ,Dancing Queen,少女时代,,,,,,,
88328334 ,侥幸者,刘思涵,,,,,,,
54425852 ,这一拜(桃园结义歌),刘欢,,,,,,,
121020130 ,短发 (????),AOA,,,,,,,
71270809 ,守护,樊凡,,,,,,,
1227589 ,我的心太乱,周传雄,,,,,,,
238804 ,爱多一次痛多一次,谭咏麟,,,,,,,
85803370 ,出卖我 - dj - dj - mix - 2012 天皓,程响,,,,,,,
20420798 ,五百年长海桑田,西游记,,,,,,,
212298 ,戏梦,林志颖,,,,,,,
121256258 ,偏执面,"张惠妹,蛋堡",,,,,,,
119349348 ,痴,王安迪,,,,,,,
105292090 ,一直想着他,庄心妍,,,,,,,
14970270 ,火了火了火,王蓉,,,,,,,
1396978 ,纤夫的爱,"于文华,尹相杰",,,,,,,
116052437 ,Guilty All The Same,"Linkin Park,Rakim",,,,,,,
15807542 ,催眠曲,爱德华 格里格,,,,,,,
98659813 ,???? ??,Esna,,,,,,,
116154931 ,蜗牛〖演唱会〗,周杰伦,,,,,,,
13987216 ,南无本师释迦牟尼佛,古筝佛赞,,,,,,,
665216 ,永不退缩,任贤齐,,,,,,,
7292835 ,Blow,Ke$ha,,,,,,,
12346233 ,爱我你就抱抱我,吴文煜,,,,,,,
5957901 ,寂静之声,姚斯婷,,,,,,,
10494744 ,小螺号,程琳,,,,,,,
13846133 ,等到来生再相遇dj,程响,,,,,,,
119351347 ,老板情歌,曹越,,,,,,,
64546346 ,不要对我说,程响,,,,,,,
1073875 ,窗外,邓丽君,,,,,,,
8533819 ,Secrets,OneRepublic,,,,,,,
14865090 ,孤单北半球,欧得洋,,,,,,,
89103856 ,Satellites,James Blunt,,,,,,,
1369427 ,龙文,谭晶,,,,,,,
481077 ,在那东山顶上,谭晶,,,,,,,
39504394 ,鸿雁,沙宝亮,,,,,,,
1134309 ,Heaven,滨崎步,,,,,,,
34153224 ,大好河山,玖月奇迹,,,,,,,
7351328 ,This Love,Maroon 5,,,,,,,
2064053 ,青藏高原,韩红,,,,,,,
1990049 ,小步舞曲,贝多芬,,,,,,,
384797 ,活得潇洒,"谭咏麟,陈慧娴",,,,,,,
1004182 ,星光,S.H.E,,,,,,,
108236330 ,红尘叹,"陈瑞,冷漠",,,,,,,
18167625 ,老公PK老婆,DJ小可,,,,,,,
1149206 ,Baby One More Time,Britney Spears,,,,,,,
10504133 ,错过了缘分错过你,何龙雨,,,,,,,
23191371 ,南无观世音菩萨,许巍,,,,,,,
123513342 ,南山南,马頔,,,,,,,
31448669 ,十二生肖,王力宏,,,,,,,
34171414 ,因你而在,林俊杰,,,,,,,
16302723 ,策马奔腾 桑巴舞曲版,凤凰传奇,,,,,,,
7278001 ,骑士精神,"蔡依林,周杰伦",,,,,,,
34158961 ,御龙吟,姚贝娜,,,,,,,
946128 ,再见小时候,南拳妈妈,,,,,,,
38450474 ,May It Be,Enya,,,,,,,
34587643 ,Boom Bi Boom,S翼乐团,,,,,,,
20720430 ,我期待,卓义峰,,,,,,,
1545056 ,兄妹,陈奕迅,,,,,,,
32933484 ,这一路走来,杨宗纬,,,,,,,
444101 ,浏阳河,李谷一,,,,,,,
85804919 ,出卖我 - b 版 2012 - dj 伟伟 mix,程响,,,,,,,
10420354 ,一生守候,王若琳,,,,,,,
2080242 ,我爱台妹,Mc Hotdog,,,,,,,
85771767 ,为爱疯狂,中国好声音,,,,,,,
65240753 ,红尘情歌 郑源&蒋姗倍 -djv-club-mix 新版,佚名,,,,,,,
44273921 ,爱情海,央金兰泽,,,,,,,
19228520 ,放手了吗,"带泪的鱼,蝎子",,,,,,,
48725585 ,情话连篇,颜小健,,,,,,,
114614073 ,木偶 (?????),Stellar,,,,,,,
115255702 ,Some (?)(feat. ??? Of ??),"昭宥,Junggigo",,,,,,,
10367354 ,上山打老虎,小蓓蕾组合,,,,,,,
485133 ,莫斯科郊外的晚上,黑鸭子,,,,,,,
2274869 ,Santorini,Yanni,,,,,,,
2191057 ,Heal The World,Michael Jackson,,,,,,,
968463 ,少年壮志不言愁,刘欢,,,,,,,
121881912 ,最高的幸运 (??? ??),CHEN,,,,,,,
1282760 ,三月里的小雨,刘文正,,,,,,,
7388724 ,Beautiful,Eminem,,,,,,,
2119619 ,你说我容易吗,小柯,,,,,,,
2126039 ,大国民,郑智化,,,,,,,
280777 ,天使,五月天,,,,,,,
247564 ,天才白痴梦,许冠杰,,,,,,,
7339171 ,对你的爱越深就越来越心痛,张学友,,,,,,,
115022781 ,Soul,少女时代,,,,,,,
108465726 ,La Song,Rain,,,,,,,
117134944 ,除了春天爱情和樱花 (? ?? ?? ??),"High4,IU",,,,,,,
2110504 ,泪桥,伍佰,,,,,,,
91006835 ,克罗地亚狂想曲,马克西姆,,,,,,,
31262025 ,定风波,张学友,,,,,,,
2086207 ,沂蒙山小调,彭丽媛,,,,,,,
65602188 ,我的祖国,玖月奇迹,,,,,,,
1387272 ,看海,周迅,,,,,,,
3489420 ,You Are The One,C21,,,,,,,
21851669 ,壮志在我胸,李宗盛,,,,,,,
5837356 ,山楂树,常石磊,,,,,,,
14953533 ,快活,曲婉婷,,,,,,,
435048 ,罗生门,罗志祥,,,,,,,
215904 ,健康歌,范晓萱,,,,,,,
116327139 ,英雄之战,陆毅,,,,,,,
23193139 ,把爱深藏,侃侃,,,,,,,
1265111 ,我爱这蓝色的海洋,吕继宏,,,,,,,
70412315 ,一万个对不起 DJ版,NULL,,,,,,,
304888 ,昨天,梁静茹,,,,,,,
7341749 ,突然想到理想这个词,郝云,,,,,,,
85343220 ,merry christmas,圣诞歌曲,,,,,,,
1695735 ,请喝一杯下马酒,降央卓玛,,,,,,,
2070793 ,我喜欢,梁静茹,,,,,,,
1465949 ,童年,罗大佑,,,,,,,
34181065 ,征服,杨宗纬,,,,,,,
323978 ,是否,苏芮,,,,,,,
228896 ,南屏晚钟,蔡琴,,,,,,,
53234092 ,Day By Day,T-ara,,,,,,,
98738451 ,遗物(电视剧《法外风云》主题曲),许廷铿,,,,,,,
83594614 ,当你,回音哥,,,,,,,
89878174 ,Birthday,Katy Perry,,,,,,,
107466646 ,真的想回家,汤潮,,,,,,,
301249 ,痴心绝对,李圣杰,,,,,,,
741196 ,眼色,林宥嘉,,,,,,,
122166355 ,空虚 (empty),WINNER,,,,,,,
31573700 ,Super Style,SpeXial,,,,,,,
374641 ,Falling Slowly,Linda Eder,,,,,,,
121950850 ,"没关系,是爱情啊 (??? ????)",Davichi,,,,,,,
5892202 ,多情总为无情伤,降央卓玛,,,,,,,
24019611 ,在我想起来,"李代沫,吉克隽逸",,,,,,,
1002826 ,九分之一的恋人,柯以敏,,,,,,,
7276963 ,天空,蔡依林,,,,,,,
18952476 ,Superstition,Stevie Wonder,,,,,,,
10525834 ,如果没有你,莫文蔚,,,,,,,
84946834 ,烟花三月下扬州,刘紫玲,,,,,,,
8857846 ,寸草心,东方传奇,,,,,,,
340287 ,要嫁就嫁灰太狼,周艳泓,,,,,,,
84945630 ,火火的姑娘,吉特巴,,,,,,,
120001156 ,Season 2,INFINITE,,,,,,,
231494 ,还剩下什么,"羽泉,苏慧伦",,,,,,,
962396 ,永远不回头,"张雨生,王杰",,,,,,,
29861348 ,花开半夏,爱朵女孩,,,,,,,
14484931 ,爱的代价,李宗盛,,,,,,,
10291165 ,爱情一阵风,"卓依婷,林正桦",,,,,,,
1129210 ,绒花,韩红,,,,,,,
95707128 ,路灯下的小姑娘,凤凰传奇,,,,,,,
120813388 ,我的傻妹妹,张玮,,,,,,,
91084723 ,Five Hundred Miles,"Justin Timberlake,Stark Sands,Carey Mulligan",,,,,,,
18650850 ,好人好梦,邰正宵,,,,,,,
30749053 ,两地情缘,"程响,王羽泽",,,,,,,
1447685 ,校园的早晨,少儿歌曲,,,,,,,
509201 ,翻身农奴把歌唱,"刀郎,黄灿",,,,,,,
2114979 ,没有你的日子我真的好孤单,韩晶,,,,,,,
13846056 ,等到来生再相遇,程响,,,,,,,
